class,classLabel,root,rootLabel,fmaSuperclasses
https://purl.bioontology.org/ontology/OFL/OFLID10487,Subcutaneous adipose tissue of region of pectoral part of chest,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10488,Subcutaneous adipose tissue of trunk proper,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10489,Subcutaneous adipose tissue of subdivision of trunk,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10490,Subcutaneous adipose tissue of head proper,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10491,Subcutaneous adipose tissue of subdivision of head,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10492,Subcutaneous adipose tissue of left male breast,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10493,Subcutaneous adipose tissue of male breast,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10494,Subcutaneous adipose tissue of right male breast,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10495,Subcutaneous adipose tissue of left mastoid part of head,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10496,Subcutaneous adipose tissue of mastoid part of head,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10497,Subcutaneous adipose tissue of right mastoid part of head,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10498,Subcutaneous adipose tissue of back of female trunk,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10499,Subcutaneous adipose tissue of back of trunk,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10500,Subcutaneous adipose tissue of back of male trunk,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10501,Subcutaneous adipose tissue of conchal part of left pinna,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10502,Subcutaneous adipose tissue of conchal part of pinna,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10503,Subcutaneous adipose tissue of conchal part of right pinna,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10521,Subcutaneous adipose tissue of right lateral retromalleolar region,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10522,Subcutaneous adipose tissue of lateral retromalleolar region,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10523,Subcutaneous adipose tissue of left lateral retromalleolar region,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10524,Subcutaneous adipose tissue of right male nipple,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10525,Subcutaneous adipose tissue of male nipple,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10526,Subcutaneous adipose tissue of left male nipple,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10527,Subcutaneous adipose tissue of lateral part of neck,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10528,Subcutaneous adipose tissue of prepuce of clitoris,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10529,Subcutaneous adipose tissue of lateral part of right forearm,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10530,Subcutaneous adipose tissue of lateral part of forearm,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10531,Subcutaneous adipose tissue of lateral part of left forearm,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10532,Subcutaneous adipose tissue of thumb,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10533,Subcutaneous adipose tissue of finger,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10534,Subcutaneous adipose tissue of prepuce of penis,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10535,Subcutaneous adipose tissue of left elbow,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10536,Subcutaneous adipose tissue of elbow,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10537,Subcutaneous adipose tissue of right elbow,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10538,Subcutaneous adipose tissue of right hand proper,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10539,Subcutaneous adipose tissue of left hand proper,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10540,Subcutaneous adipose tissue of pectoral part of chest,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10541,Subcutaneous adipose tissue of external ear,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10542,Subcutaneous adipose tissue of subdivision of auriculotemporal part of head,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10543,Subcutaneous adipose tissue of lateral part of left little finger,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10544,Subcutaneous adipose tissue of lateral part of little finger,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10545,Subcutaneous adipose tissue of lateral part of right little finger,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10546,Subcutaneous adipose tissue of posterior part of right leg,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10547,Subcutaneous adipose tissue of posterior part of leg,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10548,Subcutaneous adipose tissue of posterior part of left leg,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10549,Subcutaneous adipose tissue of buttock,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10550,Subcutaneous adipose tissue of subdivision of pelvic girdle,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10551,Subcutaneous adipose tissue of hip,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10552,Subcutaneous adipose tissue of posterior part of right ankle,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10553,Subcutaneous adipose tissue of posterior part of ankle,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10554,Subcutaneous adipose tissue of posterior part of left ankle,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10555,Subcutaneous adipose tissue of subdivision of external acoustic tube,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10556,Subcutaneous adipose tissue of anterior part of left elbow,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10557,Subcutaneous adipose tissue of anterior part of elbow,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10558,Subcutaneous adipose tissue of anterior part of right elbow,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10559,Subcutaneous adipose tissue of anterior wall of right external acoustic tube,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10560,Subcutaneous adipose tissue of anterior wall of external acoustic tube,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10561,Subcutaneous adipose tissue of anterior wall of left external acoustic tube,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10562,Subcutaneous adipose tissue of vermilion,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10563,Subcutaneous adipose tissue of right areola,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10564,Subcutaneous adipose tissue of areola,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10565,Subcutaneous adipose tissue of right infraclavicular part of chest,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10566,Subcutaneous adipose tissue of infraclavicular part of chest,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10567,Subcutaneous adipose tissue of left infraclavicular part of chest,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10568,Subcutaneous adipose tissue of nipple,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10569,Subcutaneous adipose tissue of region of breast,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10570,Subcutaneous adipose tissue of wall of abdomen,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10571,Subcutaneous adipose tissue of left pelvic girdle,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10572,Subcutaneous adipose tissue of pelvic girdle,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10573,Subcutaneous adipose tissue of right pelvic girdle,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10574,Subcutaneous adipose tissue of subdivision of anterior part of knee,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10575,Subcutaneous adipose tissue of anterior part proper of knee,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10576,Subcutaneous adipose tissue of body of clitoris,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10577,Subcutaneous adipose tissue of thoracic segment of female trunk,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10578,Subcutaneous adipose tissue of thoracic segment of trunk,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10579,Subcutaneous adipose tissue of thoracic segment of male trunk,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10580,Subcutaneous adipose tissue of subdivision of axilla,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10581,Subcutaneous adipose tissue of right little toe,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10582,Subcutaneous adipose tissue of little toe,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10583,Subcutaneous adipose tissue of left little toe,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10584,Subcutaneous adipose tissue of back of right hand proper,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10585,Subcutaneous adipose tissue of back of hand proper,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10586,Subcutaneous adipose tissue of back of left hand proper,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10587,Subcutaneous adipose tissue of anterior female chest,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10588,Subcutaneous adipose tissue of anterior chest,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10589,Subcutaneous adipose tissue of anterior male chest,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10590,Subcutaneous adipose tissue of sternal part of chest,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10591,Subcutaneous adipose tissue of right nipple,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10592,Subcutaneous adipose tissue of helix,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10593,Subcutaneous adipose tissue of popliteal part of right knee,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10594,Subcutaneous adipose tissue of popliteal part of knee,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10595,Subcutaneous adipose tissue of popliteal part of left knee,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10596,Subcutaneous adipose tissue of labial part of mouth,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10597,Subcutaneous adipose tissue of palmar part of little finger,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10598,Subcutaneous adipose tissue of palmar part of finger,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10599,Subcutaneous adipose tissue of left side of chin,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10600,Subcutaneous adipose tissue of subdivision of face,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10601,Subcutaneous adipose tissue of hypogastrium,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10602,Subcutaneous adipose tissue of throat,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10603,Subcutaneous adipose tissue of subdivision of front of neck,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10604,Subcutaneous adipose tissue of mouth,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10605,Subcutaneous adipose tissue of lateral part of thigh,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10606,Subcutaneous adipose tissue of segment of thigh,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10607,Subcutaneous adipose tissue of left labium minus,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10608,Subcutaneous adipose tissue of labium minus,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10609,Subcutaneous adipose tissue of right labium minus,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10610,Subcutaneous adipose tissue of anterior part of ankle,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10611,Subcutaneous adipose tissue of segment of ankle,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10612,Subcutaneous adipose tissue of posterior part of right elbow,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10613,Subcutaneous adipose tissue of posterior part of elbow,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
https://purl.bioontology.org/ontology/OFL/OFLID10614,Subcutaneous adipose tissue of posterior part of left elbow,https://purl.bioontology.org/ontology/OFL/OFLID10414,Subcutaneous adipose tissue of subdivision of cardinal body part,http://purl.obolibrary.org/obo/FMA_74315
